-0.56208	0	6.9129
0.51282	0	10.839
-0.26932	0	10.895
0.9651	0	10.955
0.44532	0	10.97
0.50671	0	10.985
0.30304	0	11
0.26327	0	11.016
0.76941	0	11.03
-0.45458	0	11.043
0.53299	0	11.07
-0.044536	0	11.077
-0.45019	0	11.095
-0.28147	0	11.118
-0.66699	0	11.136
-0.026965	0	11.154
0.79531	0	11.15
0.81842	0	11.137
-0.87887	0	11.145
0.009046	0	11.153
0.032584	0	11.158
-0.36193	0	11.166
0.97328	0	11.155
-0.46771	0	11.146
-0.81853	0	11.165
0.89553	0	11.177
0.001414	-1	11.059
-0.44584	-1	10.895
0.82763	-1	10.615
0.059495	-1	9.8317
-0.071108	-1	6.0061
0.88196	-1	5.6247
-0.89983	-1	5.4052
0.54041	-1	5.2497
0.65563	-1	5.1168
-0.74927	-1	5.0216
0.37691	-1	4.9428
0.73649	-1	4.8528
0.47245	-1	4.774
0.45082	-1	4.7034
0.99892	-1	4.6344
-0.53361	-1	4.5666
0	-1	4.5132
0	-1	4.4608
0	-1	4.4107
0	-1	4.3628
0	-1	4.3169
0	-1	4.273
0	-1	4.2309
0	-1	4.1905
0	-1	4.1525
0	1	4.6164
0	1	5.0181
0	1	5.5389
0	1	10.24
0	1	10.865
0	1	11.091
0	1	11.226
0	1	11.32
0	1	11.389
0	1	11.444
0	1	11.487
0	1	11.523
0	1	11.553
0	1	11.578
0	1	11.599
0	1	11.618
0	1	11.634
0	1	11.647
0	1	11.659
0.98399	1	11.67
0.97922	1	11.672
-0.77276	1	11.681
-0.72303	1	11.697
-0.66924	1	11.711
0.938	1	11.707
-0.075151	-1	11.632
0.78866	-1	11.567
0.88366	-1	11.481
0.95167	-1	11.38
-0.75099	-1	11.287
-0.28005	-1	11.171
-0.5079	-1	11.046
0.96338	-1	10.85
0.82733	-1	10.495
0.60466	-1	6.7484
-0.9677	-1	5.7286
0.93529	-1	5.4586
0.99991	-1	5.2251
0.92556	-1	5.0601
0.72257	-1	4.933
0.41916	-1	4.83
0.057487	-1	4.7442
-0.31217	-1	4.6715
-0.63845	-1	4.6087
-0.87599	-1	4.5537
-0.99178	-1	4.5041
-0.96973	-1	4.4579
-0.8129	-1	4.413
-0.54309	-1	4.3679
-0.1978	-1	4.3226
0.17498	0	4.5293
0.52344	0	4.7084
0.79915	0	4.8637
0.9638	0	5.0065
0.99448	0	5.1455
0.88695	0	5.2896
-0.24654	0	5.4547
0.10072	0	5.6627
0.43576	0	5.9764
0.71797	0	6.6572
0.91313	0	9.8738
0.99756	0	10.221
0.96103	0	10.394
0.80797	0	10.511
0.55695	0	10.606
0.23839	0	10.692
-0.10908	0	10.774
-0.44332	0	10.851
-0.7238	0	10.922
-0.91652	0	10.987
-0.99811	0	11.043
-0.95867	0	11.09
-0.80299	0	11.128
-0.54994	0	11.154
-0.23021	0	11.169
0.11743	-1	11.036
0.45084	-1	10.841
0.72958	-1	10.505
0.91985	-1	6.743
-0.98699	-1	5.759
-0.99467	-1	5.4555
-0.98949	-1	5.2868
-0.99681	-1	5.1566
0.99535	-1	5.0187
-0.99801	-1	4.8949
-0.9718	-1	4.8214
-0.9159	-1	4.7541
-0.83202	-1	4.6908
-0.72273	-1	4.6306
-0.59136	-1	4.5728
-0.44192	-1	4.517
-0.27899	-1	4.4628
-0.10753	-1	4.4099
0.067208	-1	4.3583
0.2399	-1	4.308
0.40526	-1	4.2591
0.55824	-1	4.2116
0.69416	-1	4.1658
0.80889	-1	4.122
0.8989	-1	4.0809
0.96146	1	4.5738
0.99465	1	4.971
0.99745	1	5.4348
0.96978	1	9.62
0.91249	1	10.739
0.82733	1	11.001
0.71689	1	11.15
0.58456	1	11.252
0.43437	1	11.329
0.27091	1	11.39
0.09917	1	11.441
-0.075594	1	11.485
-0.24805	1	11.523
-0.41293	1	11.557
-0.56519	1	11.588
-0.70019	1	11.617
-0.8138	1	11.643
-0.90255	1	11.666
-0.96374	1	11.688
-0.99548	1	11.707
-0.99681	1	11.724
-0.9677	1	11.739
-0.90902	1	11.752
-0.82258	1	11.762
-0.71101	1	11.77
-0.57772	1	11.776
-0.42678	1	11.779
-0.2628	1	11.781
-0.090801	1	11.78
0.083975	1	11.777
0.25619	1	11.773
0.42057	1	11.767
0.57211	1	11.76
0.70617	1	11.752
0.81866	1	11.743
0.90614	1	11.734
0.96595	1	11.726
0.99624	1	11.717
0.99611	1	11.709
0.96554	1	11.702
0.90548	1	11.697
0.81777	1	11.692
0.70507	1	11.69
0.57083	1	11.689
0.41916	1	11.69
0.25468	1	11.693
0.082426	1	11.697
-0.092349	1	11.703
-0.2643	1	11.711
-0.42818	1	11.72
-0.57898	-1	11.664
-0.7121	-1	11.603
-0.82346	-1	11.54
-0.90967	-1	11.474
-0.96809	-1	11.403
-0.99693	-1	11.326
-0.99533	-1	11.24
-0.96332	-1	11.142
-0.90188	-1	11.023
-0.8129	-1	10.871
-0.69908	-1	10.65
-0.56391	-1	10.219
-0.41151	-1	6.2129
-0.24654	-1	5.6341
-0.074044	-1	5.3719
0.10072	-1	5.1929
0.2724	-1	5.0527
0.43576	-1	4.9353
0.58582	-1	4.8327
0.71797	-1	4.7407
0.8282	-1	4.6567
0.91313	-1	4.5792
0.97016	-1	4.5071
0.99756	-1	4.4397
