-0.42894	-0.23166	-0.45755	-0.6217	-0.84504	0.12637	0.78736	-0.4815	-4.1126
-0.50563	0.93573	-0.95177	-0.68629	0.12769	0.38727	0.95849	0.96734	-0.91059
-0.30221	-0.67773	-0.50989	-0.057559	0.51749	-0.11268	-0.26062	0.50983	-4.1808
-0.36313	-0.40102	-0.91309	-0.81958	0.87062	-0.68001	0.49911	0.08894	0.26174
-0.90341	0.24617	-0.87334	-0.89641	0.12722	0.4489	0.60144	-0.5785	-2.7878
-0.63486	-0.87998	0.56019	0.023715	-0.11138	-0.60877	-0.48134	-0.24953	-7.1246
-0.62235	-0.52325	0.18063	0.40299	-0.39223	0.44614	0.13637	0.99355	-4.4036
0.2131	-0.78824	-0.67671	-0.97301	-0.77487	-0.78237	0.41914	0.32938	-2.7936
-0.48533	-0.019054	0.52595	0.68179	-0.72958	0.17046	-0.30712	-0.93818	8.8027
-0.53671	0.58642	-0.052259	-0.71009	0.21016	-0.060087	-0.40968	-0.12308	9.0518
0.34942	0.10375	-0.84006	0.35338	0.16839	0.22601	-0.90688	-0.52191	-2.6368
0.45275	0.51993	-0.7814	-0.098244	-0.98112	-0.24941	0.14966	0.37407	-0.8779
0.33919	0.0987	0.32143	0.15606	-0.73072	-0.99419	-0.8891	0.30959	4.3282
0.88542	-0.54858	0.58835	-0.86188	0.17795	0.83111	-0.90409	0.33986	-0.50519
-0.52096	-0.73983	0.43324	0.84787	-0.69527	0.72931	0.54491	-0.42589	-3.9402
-0.13433	0.61434	0.87829	0.79679	-0.82572	0.88601	-0.34814	-0.054009	2.5078
0.97628	0.47383	0.91297	-0.46183	0.92996	0.36048	0.7566	0.59886	4.8221
-0.26424	-0.60981	0.23131	-0.10751	-0.62528	0.71192	0.21033	-0.18362	-3.8003
-0.95414	-0.27352	0.51168	0.91368	0.95945	-0.16647	-0.064263	-0.18843	4.2005
0.09273	0.35842	0.49834	0.64189	0.99313	-0.22998	0.70324	0.067517	8.3603
-0.8928	0.44661	-0.29972	-0.59326	0.96695	-0.17932	0.047905	0.54401	4.6213
0.096105	-0.9289	0.87101	0.42971	0.49717	0.50751	-0.56004	-0.62664	-0.52838
0.55448	0.1138	-0.13941	0.93988	-0.91471	-0.38965	-0.25954	0.57159	-1.7655
-0.40336	-0.39361	-0.46932	-0.32673	0.63244	-0.73836	-0.076525	-0.23136	-4.2648
0.83959	-0.59194	0.38579	-0.42272	-0.079585	-0.3622	0.9453	-0.66075	-2.1417
-0.69915	0.82729	-0.38958	-0.50478	-0.55174	0.39961	0.30488	0.46985	6.9026
-0.17395	0.78823	-0.40698	-0.95387	0.8715	0.14125	0.87012	0.1118	5.1323
-0.80257	0.87476	0.89665	-0.62478	-0.60406	-0.77574	-0.073973	0.64594	-2.5026
0.92576	-0.56522	-0.8516	0.46066	0.33287	-0.17409	-0.11809	-0.69515	0.52095
-0.80349	-0.63405	-0.86335	-0.96997	0.41552	0.53339	0.23966	0.5857	0.92519
0.70882	-0.16579	-0.00020127	-0.003056	0.14106	0.95017	-0.13281	0.037447	-0.47235
-0.20191	0.94313	-0.68071	-0.18011	-0.27516	-0.41043	0.47209	-0.030648	3.96
-0.45776	-0.62863	0.11176	-0.77907	-0.51238	-0.28767	-0.67441	-0.30245	-6.2194
0.10205	-0.9409	-0.76028	0.8155	-0.48607	-0.34519	0.70962	-0.77154	1.0365
-0.45771	0.26684	0.40561	0.64531	0.46128	-0.61627	-0.44307	0.87326	9.3118
